loan_id,customer_id,loan_amount,term_months,interest_rate,purpose,loan_status,disbursed_date
926,86,26181,48,20.87,Education,Current,2024-05-16
927,1861,21364,36,12.66,Business Expansion,Current,2023-09-11
928,768,19544,48,17.73,Business Expansion,Default,2024-02-23
929,1218,73898,24,18.67,Wedding,Current,2026-03-22
930,499,10000,6,10.87,Debt Consolidation,Default,2025-03-18
931,211,79158,24,19.68,Wedding,Default,2023-07-05
932,6,22177,12,21.13,Wedding,Current,2024-03-26
933,434,32926,24,9.58,Debt Consolidation,Current,2022-12-11
934,1955,42612,36,9.52,Debt Consolidation,Current,2022-05-24
935,592,31885,60,14.72,Wedding,Paid Off,2024-05-03
936,1588,21013,24,18.66,Education,Default,2022-12-16
937,1523,25694,24,11.83,Education,Current,2022-10-03
938,1538,18494,36,11.77,Vehicle,Current,2022-08-14
939,1920,79248,48,19.68,Education,Default,2023-01-16
940,605,21046,6,18.87,Education,Current,2026-04-04
941,1810,59561,24,21.79,Vehicle,Current,2024-04-17
942,1352,13995,60,20.91,Debt Consolidation,Current,2022-08-12
943,42,126245,60,11.58,Home Renovation,Paid Off,2023-08-24
944,852,43318,36,11.06,Medical,Default,2022-05-12
945,1220,42673,6,16.82,Vehicle,Default,2024-09-05
946,1432,50199,60,19.01,Home Renovation,Current,2022-01-20
947,1369,31733,24,18.9,Wedding,Paid Off,2022-01-15
948,1304,57537,48,19.37,Home Renovation,Default,2022-03-27
949,778,137188,12,16.03,Vehicle,Current,2022-01-15
950,990,65329,48,16.0,Medical,Default,2026-04-09
951,781,38494,36,15.42,Business Expansion,Current,2023-11-22
952,1660,19235,36,13.71,Medical,Current,2025-10-28
953,200,13494,24,19.71,Wedding,Current,2024-01-10
954,194,28833,36,14.23,Medical,Current,2022-04-28
955,1533,29038,24,19.58,Vehicle,Default,2022-01-07
956,1358,19618,60,14.52,Home Renovation,Default,2022-10-12
957,1815,90144,48,11.04,Medical,Current,2024-12-22
958,421,32544,60,18.89,Medical,Default,2023-05-25
959,468,27018,36,17.23,Debt Consolidation,Default,2025-09-11
960,673,22097,36,15.94,Education,Default,2025-09-14
961,104,21443,6,21.83,Home Renovation,Default,2023-10-22
962,1910,41390,60,14.0,Debt Consolidation,Current,2022-04-04
963,408,76924,60,13.57,Education,Default,2024-06-28
964,698,23119,48,15.56,Business Expansion,Default,2026-02-22
965,704,47835,6,13.85,Wedding,Paid Off,2024-09-02
966,431,12815,60,20.82,Vehicle,Current,2026-02-12
967,1178,30115,24,17.09,Education,Default,2025-12-29
968,1670,28203,48,20.45,Debt Consolidation,Default,2026-05-27
969,1162,64684,60,15.81,Vehicle,Paid Off,2022-09-19
970,205,28808,6,13.27,Business Expansion,Current,2025-10-10
971,953,81960,36,11.6,Home Renovation,Default,2024-07-02
972,1239,18012,36,17.78,Education,Paid Off,2023-05-09
973,573,35579,12,11.63,Wedding,Default,2025-09-13
974,88,41486,6,10.82,Home Renovation,Current,2026-01-05
975,1988,43102,12,21.11,Vehicle,Paid Off,2023-10-31
976,577,35790,24,12.25,Wedding,Default,2023-06-12
977,612,16374,36,21.39,Home Renovation,Paid Off,2025-10-05
978,344,30722,60,11.2,Wedding,Current,2024-12-30
979,1474,23788,60,15.65,Medical,Current,2025-11-17
980,241,57864,12,21.15,Business Expansion,Paid Off,2026-04-19
981,311,49710,6,17.55,Wedding,Paid Off,2024-02-12
982,1381,29602,60,18.7,Wedding,Current,2024-02-21
983,513,31090,60,19.31,Debt Consolidation,Current,2024-06-13
984,141,22594,12,12.29,Medical,Default,2022-08-25
985,1513,56401,6,10.89,Wedding,Paid Off,2023-11-28
986,1414,18856,48,21.22,Home Renovation,Paid Off,2026-03-05
987,631,23483,48,14.1,Vehicle,Default,2023-10-04
988,1703,44495,48,18.71,Home Renovation,Current,2023-09-29
989,1073,20412,48,16.2,Vehicle,Current,2024-03-05
990,960,56210,24,19.14,Debt Consolidation,Default,2025-10-23
991,1895,19314,12,16.0,Business Expansion,Current,2025-05-17
992,42,60984,12,10.83,Business Expansion,Default,2022-01-19
993,1325,22623,36,13.45,Debt Consolidation,Default,2023-08-31
994,866,20172,12,15.75,Education,Current,2024-07-22
995,1455,21329,48,13.04,Wedding,Paid Off,2026-03-10
996,1572,21508,60,9.93,Medical,Current,2023-10-18
997,517,21995,48,21.88,Medical,Default,2022-09-10
998,327,37949,60,16.67,Debt Consolidation,Paid Off,2025-07-16
999,463,37465,12,15.69,Vehicle,Default,2025-12-13
1000,1747,36734,6,21.76,Education,Default,2023-11-14
1001,1719,31674,60,12.13,Debt Consolidation,Paid Off,2026-02-09
1002,615,55580,12,18.26,Debt Consolidation,Default,2022-04-18
1003,309,36204,12,20.21,Vehicle,Paid Off,2026-01-29
1004,1663,120229,24,21.8,Debt Consolidation,Default,2025-09-12
1005,211,78161,12,21.89,Vehicle,Current,2025-01-27
1006,688,77319,24,14.78,Medical,Current,2024-08-27
1007,350,21325,36,14.39,Wedding,Default,2024-12-17
1008,1218,68150,24,13.03,Wedding,Current,2023-02-04
1009,1742,74524,48,14.42,Medical,Default,2022-09-26
1010,1448,41387,48,20.32,Debt Consolidation,Default,2022-04-21
1011,360,54893,60,13.3,Education,Paid Off,2025-09-02
1012,1753,84575,48,11.22,Vehicle,Paid Off,2025-11-26
1013,1731,26045,24,20.72,Education,Default,2023-03-06
1014,1331,46558,60,11.95,Home Renovation,Current,2025-08-26
1015,1160,34021,24,18.57,Home Renovation,Paid Off,2025-03-24
1016,1824,66562,60,19.32,Vehicle,Current,2022-10-30
1017,381,14828,36,17.99,Home Renovation,Default,2022-12-11
1018,1222,58915,6,13.94,Education,Current,2024-08-28
1019,1118,10000,6,10.97,Wedding,Current,2024-11-21
1020,1442,82425,24,16.92,Wedding,Current,2022-11-01
1021,457,20095,60,14.55,Home Renovation,Current,2022-03-11
1022,1232,25441,12,14.46,Wedding,Current,2023-09-12
1023,1449,39372,48,21.43,Wedding,Current,2025-08-29
1024,354,86442,36,19.2,Wedding,Paid Off,2025-10-05
1025,1725,62021,6,19.22,Vehicle,Paid Off,2025-08-24
1026,397,43121,24,17.4,Medical,Current,2024-06-30
1027,1000,133332,6,11.0,Home Renovation,Default,2022-06-19
1028,1168,89189,36,17.52,Education,Default,2024-11-09
1029,1665,52475,6,16.84,Vehicle,Default,2025-03-18
1030,337,26424,24,18.17,Debt Consolidation,Paid Off,2022-07-13
1031,667,62262,48,11.76,Wedding,Default,2024-09-18
1032,1240,34081,60,14.92,Education,Current,2025-03-16
1033,85,21348,6,13.57,Debt Consolidation,Paid Off,2026-01-01
1034,826,43255,48,11.81,Home Renovation,Default,2025-12-06
1035,1712,68011,36,16.45,Debt Consolidation,Current,2025-01-03
1036,1201,45490,48,15.61,Debt Consolidation,Paid Off,2024-11-28
1037,699,103582,48,16.24,Home Renovation,Current,2025-08-27
1038,1885,34135,12,21.57,Education,Current,2022-08-29
1039,130,40022,48,18.19,Business Expansion,Default,2022-01-11
1040,157,17310,36,19.51,Home Renovation,Current,2022-09-09
1041,1127,57190,12,16.69,Education,Default,2025-08-29
1042,57,57440,6,16.53,Home Renovation,Paid Off,2026-03-23
1043,924,10398,6,21.75,Medical,Default,2024-11-02
1044,462,68278,24,21.58,Vehicle,Current,2022-12-18
1045,1765,49063,60,9.5,Home Renovation,Current,2023-09-08
1046,930,24518,48,20.81,Wedding,Default,2023-08-24
1047,746,24361,48,15.06,Vehicle,Default,2025-03-27
1048,310,41645,60,13.41,Business Expansion,Paid Off,2023-12-23
1049,861,17845,48,15.88,Home Renovation,Current,2025-11-09
1050,1790,58640,60,19.75,Home Renovation,Current,2023-05-01
1051,1746,22284,12,11.27,Education,Current,2023-03-17
1052,210,27374,48,16.4,Medical,Current,2025-04-26
1053,752,29192,24,11.11,Vehicle,Current,2025-06-28
1054,1292,56338,6,16.37,Vehicle,Current,2023-06-18
1055,762,16620,60,20.8,Vehicle,Paid Off,2024-03-30
1056,152,71072,6,21.31,Vehicle,Default,2025-10-17
1057,1369,26822,60,11.29,Home Renovation,Current,2023-02-22
1058,1823,23814,60,18.66,Wedding,Current,2025-07-20
1059,1028,86464,60,11.91,Business Expansion,Current,2024-02-02
1060,1038,14788,60,17.6,Business Expansion,Default,2024-11-13
1061,1601,90976,12,14.75,Medical,Current,2022-11-11
1062,550,10972,36,14.24,Education,Current,2025-05-21
1063,1143,33073,6,12.88,Home Renovation,Default,2024-12-24
1064,1880,33839,60,16.35,Medical,Default,2022-05-16
1065,1604,141755,60,10.61,Debt Consolidation,Current,2023-11-15
1066,1779,35153,24,11.33,Medical,Current,2023-04-08
1067,1421,42660,6,10.72,Vehicle,Current,2023-04-01
1068,738,73551,6,19.28,Education,Paid Off,2022-09-10
1069,1149,64187,48,18.6,Business Expansion,Current,2023-09-20
1070,533,25707,36,10.69,Wedding,Current,2023-12-16
1071,1965,43861,48,20.32,Medical,Paid Off,2025-02-03
1072,1268,18650,48,10.74,Education,Current,2022-04-09
1073,701,54065,24,21.33,Education,Current,2024-03-08
1074,1764,10000,24,19.58,Debt Consolidation,Current,2025-10-20
1075,1819,34053,48,16.4,Vehicle,Current,2024-04-04
1076,1112,18019,48,11.09,Wedding,Current,2022-01-20
1077,1856,23197,48,18.42,Education,Default,2025-09-08
1078,1222,41891,12,14.24,Medical,Paid Off,2026-02-15
1079,1578,106641,6,20.98,Medical,Current,2025-08-02
1080,361,23869,60,19.22,Business Expansion,Current,2025-10-20
1081,172,48168,36,18.33,Vehicle,Paid Off,2023-01-10
1082,1880,84478,24,19.48,Medical,Default,2024-10-25
1083,162,19964,24,21.41,Wedding,Default,2024-12-02
1084,260,44829,12,13.31,Medical,Current,2022-06-28
1085,1936,24102,36,19.13,Wedding,Default,2022-07-04
1086,298,89777,6,10.46,Home Renovation,Current,2023-05-07
1087,1597,56160,12,16.69,Wedding,Default,2022-06-23
1088,699,80453,24,16.43,Debt Consolidation,Default,2024-10-06
1089,1767,10000,6,21.53,Wedding,Default,2024-05-18
1090,1679,141136,48,21.16,Vehicle,Current,2022-10-07
1091,1873,39064,36,15.94,Business Expansion,Current,2025-10-18
1092,1394,107534,60,11.06,Business Expansion,Default,2022-01-29
1093,1700,107511,12,20.89,Home Renovation,Current,2026-03-08
1094,953,46537,60,14.81,Wedding,Paid Off,2024-12-30
1095,22,94253,24,12.55,Wedding,Paid Off,2026-02-22
1096,492,42878,48,18.05,Business Expansion,Current,2022-03-28
1097,1757,51285,36,21.56,Debt Consolidation,Current,2025-10-13
1098,569,37361,48,20.8,Home Renovation,Default,2022-12-25
1099,1360,18790,24,19.99,Medical,Current,2024-11-18
1100,189,15327,6,14.78,Education,Default,2024-02-16
1101,1791,25264,24,21.62,Wedding,Default,2023-11-24
1102,891,38814,12,19.9,Debt Consolidation,Current,2026-04-19
1103,1596,32720,6,13.13,Medical,Current,2024-09-16
1104,633,32495,24,12.16,Wedding,Paid Off,2026-02-20
1105,1585,18059,48,14.42,Wedding,Default,2023-09-17
1106,1462,44299,48,19.82,Vehicle,Current,2022-03-14
1107,1386,34829,48,20.1,Medical,Current,2022-04-28
1108,531,49671,6,17.19,Medical,Paid Off,2023-11-04
1109,139,17214,24,10.84,Wedding,Current,2023-12-18
1110,780,33686,12,14.53,Home Renovation,Current,2022-01-19
1111,1461,39042,36,15.65,Business Expansion,Current,2022-06-23
1112,587,50319,48,20.73,Home Renovation,Current,2024-04-21
1113,171,41757,36,9.59,Wedding,Paid Off,2026-04-25
1114,428,54079,24,12.33,Medical,Default,2024-03-20
1115,1359,80991,24,14.06,Business Expansion,Default,2023-01-09
1116,801,58692,24,10.86,Wedding,Current,2024-06-17
1117,1342,60283,36,11.52,Wedding,Default,2023-12-26
1118,1816,28555,36,9.57,Education,Current,2025-12-23
1119,805,96621,6,11.87,Education,Paid Off,2022-03-24
1120,810,92254,36,14.76,Home Renovation,Paid Off,2023-11-10
1121,1734,43504,12,17.83,Wedding,Paid Off,2024-09-08
1122,1721,29947,24,10.98,Business Expansion,Default,2024-09-28
1123,1386,52695,36,19.5,Education,Default,2026-01-02
1124,424,57845,24,18.89,Vehicle,Default,2026-05-18
1125,1725,62944,48,18.57,Debt Consolidation,Paid Off,2026-02-28
1126,1576,60712,36,11.14,Debt Consolidation,Default,2022-08-09
1127,129,70193,6,11.08,Business Expansion,Current,2023-12-06
1128,1440,24079,6,19.09,Home Renovation,Current,2023-04-30
1129,300,116014,60,19.87,Business Expansion,Default,2024-05-29
1130,760,43030,60,9.6,Medical,Current,2024-09-10
1131,1940,134810,24,15.57,Vehicle,Paid Off,2026-04-08
1132,1675,25482,12,17.22,Business Expansion,Current,2026-02-02
1133,609,45718,12,12.62,Home Renovation,Paid Off,2026-04-20
1134,618,23390,24,21.93,Wedding,Default,2023-05-22
1135,760,39476,36,11.98,Debt Consolidation,Current,2025-12-17
1136,759,36960,6,18.26,Business Expansion,Paid Off,2024-10-25
1137,205,53567,12,11.86,Wedding,Paid Off,2025-04-25
1138,1993,29719,60,11.36,Education,Current,2022-09-04
1139,1506,42818,36,9.98,Education,Current,2023-01-29
1140,548,33532,36,9.72,Home Renovation,Current,2023-02-13
1141,597,22122,6,14.25,Medical,Paid Off,2024-12-11
1142,1556,30100,60,17.42,Education,Paid Off,2023-04-19
1143,107,13058,24,14.83,Business Expansion,Default,2022-05-06
1144,996,43785,36,17.55,Home Renovation,Current,2023-09-16
1145,1,33329,24,14.04,Wedding,Current,2023-12-20
1146,1725,48494,36,12.59,Education,Default,2022-04-08
1147,528,72127,6,9.51,Wedding,Current,2025-09-14
1148,1136,42233,24,12.15,Medical,Paid Off,2024-08-24
1149,1224,29738,48,10.76,Medical,Current,2023-01-14
1150,1895,161070,36,14.04,Home Renovation,Current,2023-09-16
1151,1300,22829,6,17.86,Business Expansion,Current,2025-10-30
1152,18,36864,12,13.64,Debt Consolidation,Paid Off,2026-02-27
1153,1926,27793,24,18.79,Business Expansion,Default,2025-04-21
1154,1237,17913,48,14.14,Medical,Current,2025-08-24
1155,732,32236,12,16.8,Home Renovation,Paid Off,2022-06-28
1156,1955,88853,12,17.37,Home Renovation,Current,2025-05-17
1157,448,28866,6,16.83,Debt Consolidation,Default,2025-09-02
1158,993,84032,12,11.91,Home Renovation,Paid Off,2024-07-01
1159,1778,15503,6,21.27,Medical,Paid Off,2025-06-21
1160,320,35090,24,18.57,Education,Paid Off,2026-04-08
1161,1254,26764,48,18.51,Education,Default,2022-03-31
1162,463,41499,12,14.73,Medical,Default,2025-12-28
1163,495,42716,48,21.69,Vehicle,Current,2024-01-20
1164,105,13506,60,18.47,Home Renovation,Default,2024-06-12
1165,734,62304,36,14.74,Debt Consolidation,Default,2024-10-28
1166,687,29703,6,11.59,Wedding,Default,2023-07-16
1167,1474,19495,12,13.12,Home Renovation,Default,2025-03-05
1168,70,42552,60,11.88,Vehicle,Current,2024-03-25
1169,679,49019,60,16.16,Home Renovation,Paid Off,2024-11-17
1170,1237,37306,12,14.97,Vehicle,Current,2024-11-09
1171,1156,26723,48,19.24,Business Expansion,Default,2024-03-31
1172,312,53608,24,12.09,Education,Current,2022-01-08
1173,1194,38721,48,12.22,Home Renovation,Paid Off,2025-11-27
1174,1479,108721,48,15.19,Wedding,Current,2025-12-20
1175,329,16966,48,12.74,Medical,Default,2023-03-28
1176,1911,22593,60,12.86,Education,Current,2022-09-01
1177,1068,21444,12,10.07,Medical,Current,2023-05-03
1178,131,17435,6,17.5,Education,Paid Off,2023-07-23
1179,1380,49874,24,20.42,Wedding,Default,2022-04-16
1180,947,19424,12,21.87,Business Expansion,Current,2023-03-07
1181,455,19891,6,9.52,Wedding,Current,2023-12-13
1182,40,115832,48,21.65,Home Renovation,Paid Off,2023-10-27
1183,623,49444,60,20.55,Wedding,Default,2023-06-25
1184,699,74127,12,14.6,Medical,Current,2025-06-06
1185,1,10716,24,21.82,Debt Consolidation,Current,2025-07-05
1186,637,36740,6,19.8,Wedding,Current,2023-03-26
1187,1221,28733,24,11.71,Business Expansion,Current,2022-02-02
1188,60,46918,60,21.73,Debt Consolidation,Current,2026-05-13
1189,239,54485,48,10.83,Wedding,Current,2026-03-08
1190,940,35360,36,21.32,Debt Consolidation,Current,2023-06-12
1191,153,37314,60,17.43,Education,Default,2025-02-02
1192,1189,81111,36,12.26,Education,Current,2023-07-05
1193,1449,31954,48,17.37,Vehicle,Default,2026-03-22
1194,78,45047,12,15.08,Wedding,Paid Off,2026-02-03
1195,1635,59440,36,14.11,Home Renovation,Current,2024-09-08
1196,1866,57198,36,11.77,Debt Consolidation,Current,2023-01-14
1197,1993,31424,12,11.86,Wedding,Paid Off,2024-10-01
1198,1996,63791,12,17.59,Medical,Current,2022-02-13
1199,1760,63254,12,20.57,Wedding,Current,2024-03-18
1200,28,39832,48,11.85,Home Renovation,Default,2022-10-21
1201,178,99377,36,12.57,Vehicle,Current,2025-08-14
1202,574,64513,6,18.55,Wedding,Current,2022-10-09
1203,687,47233,6,17.04,Vehicle,Default,2024-02-13
1204,90,12584,6,10.88,Debt Consolidation,Current,2022-01-28
1205,860,65526,60,21.18,Education,Current,2022-09-28
1206,235,14831,6,12.85,Business Expansion,Current,2025-07-08
1207,790,21647,6,19.41,Debt Consolidation,Current,2022-01-20
1208,641,37433,6,16.28,Debt Consolidation,Current,2023-11-25
1209,839,20890,60,10.56,Vehicle,Current,2022-10-13
1210,520,37530,48,20.65,Medical,Default,2022-12-01
1211,1925,30740,24,15.49,Home Renovation,Current,2023-05-15
1212,766,15187,48,18.15,Business Expansion,Default,2025-07-09
1213,1967,42301,6,9.77,Home Renovation,Default,2022-04-02
1214,1004,46117,48,13.21,Debt Consolidation,Current,2024-11-13
1215,509,22343,36,11.27,Home Renovation,Current,2023-04-05
1216,116,41396,12,14.84,Medical,Paid Off,2022-10-29
1217,190,14196,60,13.09,Vehicle,Current,2025-11-02
1218,1923,13420,60,20.55,Vehicle,Current,2022-08-19
1219,1879,62730,12,21.88,Home Renovation,Current,2023-04-05
1220,1652,45899,24,13.97,Medical,Paid Off,2025-06-14
1221,1474,99792,6,14.01,Home Renovation,Default,2022-06-23
1222,1192,16842,48,11.39,Business Expansion,Default,2024-05-27
1223,108,28152,24,17.0,Vehicle,Current,2025-10-23
1224,1497,28582,12,20.66,Medical,Current,2025-11-08
1225,425,66847,48,19.72,Home Renovation,Current,2023-12-15
1226,1622,27399,24,20.95,Medical,Current,2025-09-17
1227,748,71437,24,19.63,Debt Consolidation,Current,2025-12-27
1228,1277,39580,6,19.36,Debt Consolidation,Paid Off,2022-11-01
1229,1314,24218,60,11.33,Vehicle,Paid Off,2022-10-30
1230,111,37344,36,18.52,Vehicle,Current,2026-05-28
1231,565,81048,6,10.91,Wedding,Current,2024-05-25
1232,1064,27811,24,11.31,Education,Current,2023-10-24
1233,376,60715,12,19.09,Medical,Paid Off,2023-12-24
1234,998,36627,36,14.8,Vehicle,Current,2025-11-21
1235,1987,62983,48,19.42,Education,Default,2023-11-14
1236,898,45866,60,21.02,Vehicle,Current,2024-02-24
1237,1215,19905,48,15.71,Vehicle,Default,2024-12-29
1238,42,83084,48,16.2,Vehicle,Current,2023-04-17
1239,523,33175,6,16.76,Business Expansion,Current,2024-05-13
1240,1848,45966,48,19.21,Education,Default,2026-03-13
1241,766,25902,60,10.59,Home Renovation,Paid Off,2024-01-11
1242,888,48159,12,21.92,Medical,Paid Off,2022-02-05
1243,1693,93674,48,15.42,Home Renovation,Default,2022-10-01
1244,423,113779,6,20.89,Debt Consolidation,Default,2024-01-10
1245,258,48199,12,13.18,Debt Consolidation,Current,2022-10-23
1246,835,21732,48,21.65,Education,Default,2024-05-12
1247,122,24661,12,19.85,Wedding,Current,2022-04-25
1248,445,50695,12,10.97,Wedding,Current,2025-11-25
1249,1400,41516,12,14.22,Wedding,Paid Off,2022-02-23
1250,1843,14194,36,14.15,Home Renovation,Paid Off,2025-12-07
1251,1732,55754,60,16.77,Debt Consolidation,Default,2024-09-03
1252,850,28607,48,20.38,Education,Paid Off,2022-03-03
1253,1948,43747,24,11.27,Home Renovation,Current,2023-05-17
1254,54,22695,6,16.61,Education,Default,2024-05-02
1255,1485,38023,12,15.37,Wedding,Current,2022-10-14
1256,130,41656,48,18.23,Vehicle,Paid Off,2023-09-06
1257,661,45579,36,18.53,Debt Consolidation,Default,2024-06-28
1258,1094,47514,60,18.19,Home Renovation,Paid Off,2023-08-11
1259,1259,53713,12,10.25,Home Renovation,Current,2025-08-08
1260,156,47215,48,18.89,Education,Default,2024-10-27
1261,251,28483,6,14.45,Wedding,Current,2024-05-17
1262,1612,28589,36,16.43,Business Expansion,Current,2023-06-13
1263,181,39876,48,13.33,Vehicle,Current,2023-04-11
1264,742,44243,12,12.9,Business Expansion,Current,2022-07-08
1265,1605,11300,36,21.72,Wedding,Current,2022-09-14
1266,878,15493,12,14.51,Education,Current,2022-04-25
1267,503,15119,36,11.8,Business Expansion,Paid Off,2026-03-08
1268,107,114201,48,20.02,Vehicle,Default,2025-11-19
1269,1794,48186,36,13.41,Vehicle,Current,2025-08-07
1270,682,29737,36,11.56,Wedding,Current,2024-01-31
1271,1752,14201,36,11.93,Home Renovation,Default,2022-08-11
1272,389,21741,6,14.03,Debt Consolidation,Paid Off,2026-05-14
1273,103,29567,24,9.85,Education,Current,2023-08-01
1274,1941,55404,48,10.83,Business Expansion,Current,2023-03-10
1275,1521,19508,6,18.96,Education,Default,2023-09-26
1276,139,13771,48,12.02,Education,Current,2022-03-08
1277,589,59886,24,10.56,Business Expansion,Current,2025-03-13
1278,1513,49706,6,16.55,Home Renovation,Current,2024-09-17
1279,1347,19647,6,13.43,Home Renovation,Default,2023-09-25
1280,660,21035,24,18.9,Business Expansion,Current,2024-03-26
1281,213,80843,12,13.43,Wedding,Current,2024-03-11
1282,333,29982,24,21.67,Wedding,Current,2025-12-10
1283,1192,27493,6,13.64,Business Expansion,Current,2026-02-27
1284,1879,33541,6,15.78,Education,Default,2026-05-07
1285,1487,43399,6,16.84,Vehicle,Current,2024-02-22
1286,1532,62315,48,20.36,Medical,Current,2022-03-18
1287,806,48604,12,11.39,Home Renovation,Current,2024-08-06
1288,1328,33192,60,10.67,Education,Current,2026-01-11
1289,896,25428,12,19.59,Education,Paid Off,2025-09-01
1290,650,29219,60,11.51,Business Expansion,Current,2024-10-24
1291,1112,39713,60,17.11,Debt Consolidation,Current,2024-12-07
1292,1957,37842,24,15.09,Medical,Default,2022-09-26
1293,1724,17439,24,14.0,Home Renovation,Paid Off,2024-06-01
1294,1647,35649,60,19.18,Education,Default,2024-03-04
1295,1924,37191,12,21.96,Home Renovation,Current,2025-05-27
1296,1948,30531,12,16.59,Home Renovation,Current,2024-10-15
1297,619,79018,6,11.28,Business Expansion,Paid Off,2023-09-26
1298,13,38192,6,15.74,Medical,Current,2024-07-20
1299,1491,17861,12,21.18,Home Renovation,Current,2022-11-27
1300,150,61483,24,16.71,Home Renovation,Current,2023-12-25
1301,1065,41511,6,11.74,Vehicle,Default,2026-04-30
1302,1514,91333,24,21.83,Debt Consolidation,Current,2023-06-09
1303,468,33522,36,17.63,Home Renovation,Paid Off,2022-10-15
1304,30,32991,48,15.6,Debt Consolidation,Paid Off,2024-01-15
1305,768,57364,24,14.51,Wedding,Default,2025-06-23
1306,1872,43901,12,15.01,Debt Consolidation,Current,2024-11-15
1307,28,32095,48,21.4,Home Renovation,Current,2024-02-05
1308,942,31466,60,14.66,Medical,Paid Off,2024-07-10
1309,1233,76657,60,10.03,Home Renovation,Default,2025-08-11
1310,1267,19643,60,19.38,Debt Consolidation,Current,2025-12-04
1311,884,30849,48,9.6,Medical,Paid Off,2022-08-04
1312,736,34942,36,11.48,Debt Consolidation,Current,2024-03-28
1313,1152,59092,6,12.29,Wedding,Paid Off,2024-08-04
1314,524,28468,6,13.86,Wedding,Current,2024-08-17
1315,778,19089,48,20.75,Home Renovation,Default,2024-08-10
1316,1933,22563,6,11.75,Vehicle,Default,2022-08-10
1317,1750,28911,36,11.99,Home Renovation,Current,2023-11-05
1318,906,34757,24,13.78,Vehicle,Default,2025-05-22
1319,72,51550,12,18.28,Home Renovation,Current,2024-09-02
1320,806,37872,24,15.18,Education,Default,2025-01-21
1321,1214,23512,36,11.32,Medical,Default,2023-03-14
1322,1133,20728,48,9.89,Debt Consolidation,Current,2025-05-16
1323,1167,24056,36,10.28,Debt Consolidation,Current,2024-01-11
1324,588,59733,36,21.73,Home Renovation,Current,2023-03-14
1325,1702,26525,12,20.35,Wedding,Current,2026-04-03
1326,588,49886,36,12.87,Education,Current,2025-07-25
1327,1770,11855,6,11.27,Vehicle,Paid Off,2023-07-15
1328,1892,51655,6,13.23,Vehicle,Paid Off,2025-12-29
1329,269,30122,36,16.06,Medical,Current,2025-10-03
1330,591,17658,12,19.88,Vehicle,Paid Off,2022-07-09
1331,421,19957,24,21.54,Education,Paid Off,2023-09-01
1332,1599,186095,12,13.87,Vehicle,Current,2024-05-08
1333,114,61976,36,16.19,Education,Current,2026-05-25
1334,320,23017,60,14.96,Business Expansion,Default,2025-11-20
1335,487,24101,36,19.79,Debt Consolidation,Current,2025-02-22
1336,740,14953,48,11.98,Wedding,Current,2026-01-20
1337,567,10000,48,17.21,Wedding,Paid Off,2023-10-26
1338,170,29497,60,18.79,Wedding,Current,2026-02-17
1339,635,42749,24,9.68,Education,Current,2024-07-28
1340,1803,32107,36,20.3,Debt Consolidation,Default,2022-08-21
1341,284,24699,60,14.58,Wedding,Default,2024-12-02
1342,402,70259,6,21.85,Wedding,Default,2022-09-15
1343,1988,12854,36,17.49,Home Renovation,Current,2025-03-30
1344,1691,28671,6,12.23,Vehicle,Current,2023-01-20
1345,160,31609,60,16.33,Business Expansion,Current,2022-12-07
1346,825,26372,36,12.2,Education,Current,2023-03-06
1347,1763,23529,60,16.71,Medical,Current,2022-01-30
1348,1739,29724,24,9.7,Business Expansion,Default,2023-09-21
1349,1210,26660,6,18.24,Vehicle,Current,2025-08-21
1350,1823,17285,36,14.63,Debt Consolidation,Current,2023-12-23
1351,954,23012,48,14.82,Medical,Current,2026-04-16
1352,546,43771,6,21.08,Vehicle,Paid Off,2024-07-28
1353,1733,31231,24,11.71,Education,Current,2025-05-03
1354,773,36035,48,14.95,Debt Consolidation,Current,2023-08-07
1355,439,140853,60,18.11,Wedding,Paid Off,2024-06-14
1356,1398,56709,24,18.28,Home Renovation,Current,2022-07-23
1357,400,47188,6,10.62,Business Expansion,Default,2022-02-03
1358,103,127204,36,10.8,Debt Consolidation,Default,2026-03-16
1359,1601,69218,48,21.09,Wedding,Current,2022-07-24
1360,992,68200,36,15.79,Wedding,Current,2022-03-08
1361,520,45521,24,20.15,Education,Default,2023-03-10
1362,1929,28586,36,16.39,Education,Default,2022-08-23
1363,63,41999,36,21.38,Debt Consolidation,Default,2023-12-20
1364,349,35201,36,14.66,Wedding,Paid Off,2025-08-13
1365,1208,27551,60,14.45,Debt Consolidation,Default,2024-02-07
1366,327,273519,12,15.84,Wedding,Current,2023-07-03
1367,414,19321,24,13.34,Wedding,Current,2024-04-29
1368,1589,14491,12,9.55,Home Renovation,Paid Off,2024-04-29
1369,1140,39616,6,9.83,Debt Consolidation,Paid Off,2024-02-06
1370,278,23280,48,19.75,Medical,Default,2025-05-13
1371,1692,24714,24,11.63,Vehicle,Current,2025-03-17
1372,1014,30188,12,16.45,Education,Default,2024-03-12
1373,1237,43786,48,17.56,Debt Consolidation,Paid Off,2022-04-16
1374,1129,50503,48,14.86,Vehicle,Default,2025-07-27
1375,1974,24903,60,11.67,Business Expansion,Current,2023-10-14
1376,720,164655,12,14.97,Wedding,Default,2022-07-23
1377,207,85603,12,15.8,Business Expansion,Current,2025-07-17
1378,164,21986,36,20.04,Medical,Current,2025-07-08
1379,426,14903,48,11.49,Education,Default,2023-10-23
